"","step","mean_vegetation_volume","max_bird","dispersal_distance","habitat_radius","count_turtles","mean_habitat_of_patches"
"482193",1000,3.4,6,3,1,963.3,45.9725623582766
"483194",1000,3.6,6,3,1,958.7,46.5235827664399
"484195",1000,3.8,6,3,1,992.4,47.0369614512472
"485196",1000,4,6,3,1,1008.5,47.840589569161
"486197",1000,4.2,6,3,1,1021.9,48.5045351473923
"487198",1000,4.4,6,3,1,1025.3,49.030612244898
"488199",1000,4.6,6,3,1,1004.9,48.247619047619
"489200",1000,4.8,6,3,1,1038.4,49.7358276643991
"490201",1000,5,6,3,1,1055.1,50.1560090702948
"491202",1000,2,7,3,1,927.1,38.9229024943311
"492203",1000,2.2,7,3,1,968.6,39.7775510204082
"493204",1000,2.4,7,3,1,999.9,41.2283446712018
"494205",1000,2.6,7,3,1,1025.8,42.1560090702948
"495206",1000,2.8,7,3,1,1065.5,43.9222222222222
"496207",1000,3,7,3,1,1086.2,44.2192743764172
"497208",1000,3.2,7,3,1,1121.1,45.6160997732426
"498209",1000,3.4,7,3,1,1119.3,45.7131519274376
"499210",1000,3.6,7,3,1,1176.6,47.3333333333333
"500211",1000,3.8,7,3,1,1190.4,48.0197278911565
"501212",1000,4,7,3,1,1202,48.497052154195
"502213",1000,4.2,7,3,1,1236.7,49.8331065759637
"503214",1000,4.4,7,3,1,1270.4,50.3528344671202
"504215",1000,4.6,7,3,1,1263,50.1920634920635
"505216",1000,4.8,7,3,1,1273,50.5795918367347
"506217",1000,5,7,3,1,1263.3,50.5938775510204
"507218",1000,2,8,3,1,1190.5,41.450566893424
"508219",1000,2.2,8,3,1,1225,42.5789115646258
"509220",1000,2.4,8,3,1,1223.3,43.0040816326531
"510221",1000,2.6,8,3,1,1284.5,44.3138321995465
"511222",1000,2.8,8,3,1,1295.3,44.9684807256236
"512223",1000,3,8,3,1,1346.9,45.9897959183673
"513224",1000,3.2,8,3,1,1326.6,45.9056689342404
"514225",1000,3.4,8,3,1,1359.4,46.5961451247166
"515226",1000,3.6,8,3,1,1372.2,47.1757369614512
"516227",1000,3.8,8,3,1,1375.1,47.4353741496599
"517228",1000,4,8,3,1,1413.6,48.2553287981859
"518229",1000,4.2,8,3,1,1452.1,49.1580498866213
"519230",1000,4.4,8,3,1,1452.2,49.7018140589569
"520231",1000,4.6,8,3,1,1444.3,49.7024943310658
"521232",1000,4.8,8,3,1,1473.4,50.39410430839
"522233",1000,5,8,3,1,1503.1,50.9986394557823
"523234",1000,2,9,3,1,1334.1,41.3997732426304
"524235",1000,2.2,9,3,1,1323.1,41.3002267573696
"525236",1000,2.4,9,3,1,1350.9,41.9002267573696
"526237",1000,2.6,9,3,1,1405.8,43.3417233560091
"527238",1000,2.8,9,3,1,1470.2,44.9052154195011
"528239",1000,3,9,3,1,1485.7,45.5281179138322
"529240",1000,3.2,9,3,1,1532.6,46.6231292517007
"530241",1000,3.4,9,3,1,1495.3,45.8408163265306
"531242",1000,3.6,9,3,1,1574.3,48.008843537415
"532243",1000,3.8,9,3,1,1609.1,49.0034013605442
"533244",1000,4,9,3,1,1613.6,49.2226757369614
"534245",1000,4.2,9,3,1,1631.1,49.6369614512472
"535246",1000,4.4,9,3,1,1656.8,50.5319727891156
"536247",1000,4.6,9,3,1,1659.7,50.6446712018141
"537248",1000,4.8,9,3,1,1733.9,52.2312925170068
"538249",1000,5,9,3,1,1708.7,51.5192743764172
"539250",1000,2,10,3,1,1495.7,40.9909297052154
"540251",1000,2.2,10,3,1,1571,42.7374149659864
"541252",1000,2.4,10,3,1,1590.7,43.3049886621315
"542253",1000,2.6,10,3,1,1622.3,43.7780045351474
"543254",1000,2.8,10,3,1,1694.5,45.6678004535147
"544255",1000,3,10,3,1,1738.8,46.7410430839002
"545256",1000,3.2,10,3,1,1686.2,45.4891156462585
"546257",1000,3.4,10,3,1,1739,47.156462585034
"547258",1000,3.6,10,3,1,1807.2,48.2897959183673
"548259",1000,3.8,10,3,1,1840.4,49.2126984126984
"549260",1000,4,10,3,1,1834.9,49.6281179138322
"550261",1000,4.2,10,3,1,1855.7,49.5358276643991
"551262",1000,4.4,10,3,1,1877.2,50.2165532879819
"552263",1000,4.6,10,3,1,1920.6,51.3696145124717
"553264",1000,4.8,10,3,1,1914,51.131746031746
"554265",1000,5,10,3,1,1960.3,51.9990929705215
"555266",1000,2,11,3,1,1708.3,42.08820861678
"556267",1000,2.2,11,3,1,1739.9,42.9265306122449
"557268",1000,2.4,11,3,1,1785.2,43.8199546485261
"558269",1000,2.6,11,3,1,1766.9,43.5253968253968
"559270",1000,2.8,11,3,1,1816.2,44.7895691609977
"560271",1000,3,11,3,1,1866.9,46.0083900226757
"561272",1000,3.2,11,3,1,1921.4,47.1884353741497
"562273",1000,3.4,11,3,1,1948.5,47.6312925170068
"563274",1000,3.6,11,3,1,1956.9,47.7054421768707
"564275",1000,3.8,11,3,1,2029.6,49.481179138322
"565276",1000,4,11,3,1,1986.8,48.5943310657596
"566277",1000,4.2,11,3,1,2025.4,49.7650793650794
"567278",1000,4.4,11,3,1,2045.2,49.8834467120181
"568279",1000,4.6,11,3,1,2063.4,50.3337868480726
"569280",1000,4.8,11,3,1,2111.7,51.6226757369615
"570281",1000,5,11,3,1,2110,51.3884353741497
"571282",1000,2,12,3,1,1827.1,40.8893424036281
"572283",1000,2.2,12,3,1,1915.6,42.830612244898
"573284",1000,2.4,12,3,1,1975.7,44.1104308390023
"574285",1000,2.6,12,3,1,2037.7,45.328798185941
"575286",1000,2.8,12,3,1,2023.7,45.2659863945578
"576287",1000,3,12,3,1,2089.5,46.5800453514739
"577288",1000,3.2,12,3,1,2170.8,48.2510204081633
"578289",1000,3.4,12,3,1,2149.5,47.4888888888889
"579290",1000,3.6,12,3,1,2191.7,48.4260770975057
"580291",1000,3.8,12,3,1,2255.1,50.1312925170068
"581292",1000,4,12,3,1,2241.4,50.0020408163265
"582293",1000,4.2,12,3,1,2281,50.7201814058957
"583294",1000,4.4,12,3,1,2308.9,50.8727891156463
"584295",1000,4.6,12,3,1,2329.7,51.2027210884354
"585296",1000,4.8,12,3,1,2317.2,50.9680272108844
"586297",1000,5,12,3,1,2344.8,51.7993197278912
"587298",1000,2,13,3,1,2022,41.8585034013605
"588299",1000,2.2,13,3,1,2107.8,43.3206349206349
"589300",1000,2.4,13,3,1,2098.2,43.3689342403628
"590301",1000,2.6,13,3,1,2201.8,45.3877551020408
"591302",1000,2.8,13,3,1,2232.4,46.0607709750567
"592303",1000,3,13,3,1,2270.4,46.684126984127
"593304",1000,3.2,13,3,1,2261.1,46.6920634920635
"594305",1000,3.4,13,3,1,2305.1,47.1764172335601
"595306",1000,3.6,13,3,1,2430,49.5104308390023
"596307",1000,3.8,13,3,1,2361.6,48.7637188208617
"597308",1000,4,13,3,1,2446.5,50.1510204081633
"598309",1000,4.2,13,3,1,2435.5,49.8369614512472
"599310",1000,4.4,13,3,1,2452.6,50.0163265306122
"600311",1000,4.6,13,3,1,2547.8,51.9133786848073
"601312",1000,4.8,13,3,1,2566.6,52.3761904761905
"602313",1000,5,13,3,1,2558.5,52.2902494331066
"603314",1000,2,14,3,1,2202.5,41.531746031746
"604315",1000,2.2,14,3,1,2274.4,43.3873015873016
"605316",1000,2.4,14,3,1,2307.4,43.6471655328798
"606317",1000,2.6,14,3,1,2367.5,44.7503401360544
"607318",1000,2.8,14,3,1,2354,44.6578231292517
"608319",1000,3,14,3,1,2425.7,46.0575963718821
"609320",1000,3.2,14,3,1,2429.1,46.092970521542
"610321",1000,3.4,14,3,1,2526.4,47.8843537414966
"611322",1000,3.6,14,3,1,2570.2,48.7419501133787
"612323",1000,3.8,14,3,1,2596.7,49.1024943310658
"613324",1000,4,14,3,1,2689.5,50.6122448979592
"614325",1000,4.2,14,3,1,2674.3,50.3126984126984
"615326",1000,4.4,14,3,1,2709.6,50.9160997732426
"616327",1000,4.6,14,3,1,2735.9,51.3766439909297
"617328",1000,4.8,14,3,1,2743.2,51.3861678004535
"618329",1000,5,14,3,1,2746.3,51.7430839002268
"619330",1000,2,15,3,1,2395.6,42.2201814058957
"620331",1000,2.2,15,3,1,2430.4,42.6936507936508
"621332",1000,2.4,15,3,1,2486.6,43.6897959183673
"622333",1000,2.6,15,3,1,2537.4,44.6399092970522
"623334",1000,2.8,15,3,1,2585,45.428798185941
"624335",1000,3,15,3,1,2700.9,47.0696145124717
"625336",1000,3.2,15,3,1,2636,46.4
"626337",1000,3.4,15,3,1,2750.6,47.9897959183673
"627338",1000,3.6,15,3,1,2735.3,47.9206349206349
"628339",1000,3.8,15,3,1,2854.5,49.7433106575964
"629340",1000,4,15,3,1,2814.2,49.6120181405896
"630341",1000,4.2,15,3,1,2906.9,50.352380952381
"631342",1000,4.4,15,3,1,2965.8,51.7528344671202
"632343",1000,4.6,15,3,1,2950.6,51.3628117913832
"633344",1000,4.8,15,3,1,2965,51.6954648526077
"634345",1000,5,15,3,1,2965.2,51.6356009070295
"635515",1000,3.6,2,4,1,8,11.7006802721088
"636834",1000,4.2,2,4,1,9.5,12.7959183673469
"637835",1000,4.4,2,4,1,32.3333333333333,18.3416477702192
"638836",1000,4.6,2,4,1,38.8,20.075283446712
"639837",1000,4.8,2,4,1,38.25,20.5283446712018
"640838",1000,5,2,4,1,26.8333333333333,17.2721088435374
"641839",1000,2,3,4,1,78,15.2086167800454
"642865",1000,2.4,3,4,1,124.666666666667,20.9274376417234
"643866",1000,2.6,3,4,1,228.625,31.2386621315193
"644867",1000,2.8,3,4,1,165.375,24.999716553288
"645868",1000,3,3,4,1,253.333333333333,33.4446963970774
"646869",1000,3.2,3,4,1,318.4,39.2156462585034
"647870",1000,3.4,3,4,1,302.9,38.2734693877551
"648871",1000,3.6,3,4,1,349.8,41.7641723356009
"649872",1000,3.8,3,4,1,373.4,43.9034013605442
"650873",1000,4,3,4,1,383.7,44.6716553287982
"651874",1000,4.2,3,4,1,376.3,44.727664399093
"652875",1000,4.4,3,4,1,420.2,47.6634920634921
"653876",1000,4.6,3,4,1,422,48.1814058956916
"654877",1000,4.8,3,4,1,425.1,48.4458049886621
"655878",1000,5,3,4,1,438,49.4183673469388
"656879",1000,2,4,4,1,404.2,33.8253968253968
"657880",1000,2.2,4,4,1,428,35.5458049886621
"658881",1000,2.4,4,4,1,477.2,38.797052154195
"659882",1000,2.6,4,4,1,473.2,38.643537414966
"660883",1000,2.8,4,4,1,471.5,38.4879818594104
"661884",1000,3,4,4,1,505.8,40.2920634920635
"662885",1000,3.2,4,4,1,524.7,41.856462585034
"663886",1000,3.4,4,4,1,536.6,42.4154195011338
"664887",1000,3.6,4,4,1,559.5,44.0503401360544
"665888",1000,3.8,4,4,1,565.6,44.2115646258503
"666889",1000,4,4,4,1,602.4,46.3859410430839
"667890",1000,4.2,4,4,1,611.5,47.0487528344671
"668891",1000,4.4,4,4,1,614.5,46.6902494331066
"669892",1000,4.6,4,4,1,627.6,48.059410430839
"670893",1000,4.8,4,4,1,631.6,48.4619047619048
"671894",1000,5,4,4,1,652.1,49.3560090702948
"672895",1000,2,5,4,1,569.4,35.5371882086168
"673896",1000,2.2,5,4,1,616,37.5596371882086
"674897",1000,2.4,5,4,1,648.1,39.6387755102041
"675898",1000,2.6,5,4,1,668.4,40.6643990929705
"676899",1000,2.8,5,4,1,709.1,42.5036281179138
"677900",1000,3,5,4,1,725.1,43.192970521542
"678901",1000,3.2,5,4,1,765,45.3086167800454
"679902",1000,3.4,5,4,1,781.1,46.0285714285714
"680903",1000,3.6,5,4,1,780.2,46.7283446712018
"681904",1000,3.8,5,4,1,823.7,47.9848072562358
"682905",1000,4,5,4,1,814.1,47.7097505668934
"683906",1000,4.2,5,4,1,827.5,48.5632653061224
"684907",1000,4.4,5,4,1,833.6,48.8473922902494
"685908",1000,4.6,5,4,1,850.7,49.9131519274376
"686909",1000,4.8,5,4,1,862.8,50.2514739229025
"687910",1000,5,5,4,1,851.5,50.2147392290249
"688911",1000,2,6,4,1,811.2,39.90589569161
"689912",1000,2.2,6,4,1,824,40.5160997732426
"690913",1000,2.4,6,4,1,857.1,42.0151927437642
"691914",1000,2.6,6,4,1,840.4,41.3174603174603
"692915",1000,2.8,6,4,1,889.7,43.0331065759637
"693916",1000,3,6,4,1,909.1,44.1573696145125
"694917",1000,3.2,6,4,1,925.6,44.6256235827664
"695918",1000,3.4,6,4,1,921.8,44.6297052154195
"696919",1000,3.6,6,4,1,959.7,46.1662131519274
"697920",1000,3.8,6,4,1,958.6,46.3804988662132
"698921",1000,4,6,4,1,962.6,46.6945578231293
"699922",1000,4.2,6,4,1,1003.8,48.1249433106576
"700923",1000,4.4,6,4,1,1038,49.3591836734694
"701924",1000,4.6,6,4,1,1011.7,48.1897959183673
"702925",1000,4.8,6,4,1,1064.2,50.5718820861678
"703926",1000,5,6,4,1,1068.7,50.7884353741497
"704927",1000,2,7,4,1,906.1,37.6310657596372
"705928",1000,2.2,7,4,1,962.2,39.7868480725624
"706929",1000,2.4,7,4,1,1014.6,41.6537414965986
"707930",1000,2.6,7,4,1,1059.7,43.212925170068
"708931",1000,2.8,7,4,1,1081.3,43.9238095238095
"709932",1000,3,7,4,1,1086.7,44.5086167800454
"710933",1000,3.2,7,4,1,1118,45.6458049886621
"711934",1000,3.4,7,4,1,1141.6,46.3401360544218
"712935",1000,3.6,7,4,1,1173.2,47.5791383219955
"713936",1000,3.8,7,4,1,1194.7,48.00589569161
"714937",1000,4,7,4,1,1236.7,49.4120181405896
"715938",1000,4.2,7,4,1,1193.5,48.0369614512472
"716939",1000,4.4,7,4,1,1250,50.162358276644
"717940",1000,4.6,7,4,1,1248,49.943537414966
"718941",1000,4.8,7,4,1,1272.2,50.8532879818594
"719942",1000,5,7,4,1,1276.7,51.2224489795918
"720943",1000,2,8,4,1,1156.1,40.5113378684807
"721944",1000,2.2,8,4,1,1211,42.2201814058957
"722945",1000,2.4,8,4,1,1264.6,43.550566893424
"723946",1000,2.6,8,4,1,1264.6,44.0984126984127
"724947",1000,2.8,8,4,1,1305.8,45.0439909297052
"725948",1000,3,8,4,1,1321.3,45.5022675736961
"726949",1000,3.2,8,4,1,1312.6,45.3770975056689
"727950",1000,3.4,8,4,1,1379.7,47.4988662131519
"728951",1000,3.6,8,4,1,1388.9,47.3219954648526
"729952",1000,3.8,8,4,1,1402.2,48.0283446712018
"730953",1000,4,8,4,1,1441.6,48.7342403628118
"731954",1000,4.2,8,4,1,1476.7,50.1741496598639
"732955",1000,4.4,8,4,1,1457.4,49.9929705215419
"733956",1000,4.6,8,4,1,1477,50.4439909297052
"734957",1000,4.8,8,4,1,1488,50.5340136054422
"735958",1000,5,8,4,1,1487.6,50.9596371882086
"736959",1000,2,9,4,1,1302.6,40.5659863945578
"737960",1000,2.2,9,4,1,1328.4,41.2888888888889
"738961",1000,2.4,9,4,1,1385.3,42.6600907029478
"739962",1000,2.6,9,4,1,1447.4,44.2977324263039
"740963",1000,2.8,9,4,1,1443.1,44.3052154195011
"741964",1000,3,9,4,1,1492.7,45.2462585034014
"742965",1000,3.2,9,4,1,1545.9,47.0587301587302
"743966",1000,3.4,9,4,1,1525.1,46.8526077097506
"744967",1000,3.6,9,4,1,1588,48.1455782312925
"745968",1000,3.8,9,4,1,1591,48.5532879818594
"746969",1000,4,9,4,1,1627.6,49.3471655328798
"747970",1000,4.2,9,4,1,1651.2,50.1920634920635
"748971",1000,4.4,9,4,1,1663,50.3487528344671
"749972",1000,4.6,9,4,1,1668.9,50.2732426303855
"750973",1000,4.8,9,4,1,1699.5,51.5945578231293
"751974",1000,5,9,4,1,1717.8,52.01179138322
"752975",1000,2,10,4,1,1490.1,40.565306122449
"753976",1000,2.2,10,4,1,1543.8,42.2358276643991
"754977",1000,2.4,10,4,1,1600.2,43.4421768707483
"755978",1000,2.6,10,4,1,1636.8,44.3104308390023
"756979",1000,2.8,10,4,1,1694,45.7358276643991
"757980",1000,3,10,4,1,1702.8,45.8904761904762
"758981",1000,3.2,10,4,1,1703.3,46.3294784580499
"759982",1000,3.4,10,4,1,1766.4,47.875283446712
"760983",1000,3.6,10,4,1,1801.2,48.4199546485261
"761984",1000,3.8,10,4,1,1787.4,47.9836734693878
"762985",1000,4,10,4,1,1818,48.9115646258503
"763986",1000,4.2,10,4,1,1860,49.8684807256236
"764987",1000,4.4,10,4,1,1924.3,51.1371882086168
"765988",1000,4.6,10,4,1,1886.6,50.434693877551
"766989",1000,4.8,10,4,1,1907.5,51.0176870748299
"767990",1000,5,10,4,1,1917.4,51.331746031746
"768991",1000,2,11,4,1,1660.8,41.4072562358277
"769992",1000,2.2,11,4,1,1727.8,42.9290249433107
"770993",1000,2.4,11,4,1,1755.5,43.3619047619048
"771994",1000,2.6,11,4,1,1780.3,43.7024943310658
"772995",1000,2.8,11,4,1,1805.5,44.3984126984127
"773996",1000,3,11,4,1,1889.8,46.4242630385488
"774997",1000,3.2,11,4,1,1909.5,46.609977324263
"775998",1000,3.4,11,4,1,1916.8,46.9748299319728
"776999",1000,3.6,11,4,1,1957.6,47.9219954648526
"778000",1000,3.8,11,4,1,2022.1,49.1210884353741
"779001",1000,4,11,4,1,2032.6,49.4578231292517
"780002",1000,4.2,11,4,1,2073.3,50.346485260771
"781003",1000,4.4,11,4,1,2100,51.0517006802721
"782004",1000,4.6,11,4,1,2082.3,50.6977324263039
"783005",1000,4.8,11,4,1,2149.5,52.2471655328798
"784006",1000,5,11,4,1,2156.9,52.1260770975057
"785007",1000,2,12,4,1,1832.2,41.2775510204082
"786008",1000,2.2,12,4,1,1894.2,42.6551020408163
"787009",1000,2.4,12,4,1,1922.4,43.1961451247166
"788010",1000,2.6,12,4,1,2027.6,45.0054421768708
"789011",1000,2.8,12,4,1,2069.8,45.9244897959184
"790012",1000,3,12,4,1,2078.4,46.2770975056689
"791013",1000,3.2,12,4,1,2160.1,48.030612244898
"792014",1000,3.4,12,4,1,2182.7,48.3265306122449
"793015",1000,3.6,12,4,1,2192.9,48.7290249433107
"794016",1000,3.8,12,4,1,2187.6,48.631746031746
"795017",1000,4,12,4,1,2241.2,49.6145124716553
"796018",1000,4.2,12,4,1,2240.3,49.5396825396825
"797019",1000,4.4,12,4,1,2268.6,50.2931972789116
"798020",1000,4.6,12,4,1,2344.8,51.6344671201814
"799021",1000,4.8,12,4,1,2326.1,51.4331065759637
"800022",1000,5,12,4,1,2374.4,52.3115646258503
"801023",1000,2,13,4,1,2046.6,42.3215419501134
"802024",1000,2.2,13,4,1,2069.5,42.7698412698413
"803025",1000,2.4,13,4,1,2138.5,43.9487528344671
"804026",1000,2.6,13,4,1,2186.2,44.7083900226757
"805027",1000,2.8,13,4,1,2231.7,45.8585034013605
"806028",1000,3,13,4,1,2208.4,45.478231292517
"807029",1000,3.2,13,4,1,2357.4,48.4773242630385
"808030",1000,3.4,13,4,1,2298.9,47.0770975056689
"809031",1000,3.6,13,4,1,2391.7,48.9312925170068
"810032",1000,3.8,13,4,1,2385.1,48.7086167800454
"811033",1000,4,13,4,1,2400.8,49.2943310657596
"812034",1000,4.2,13,4,1,2492.5,50.784126984127
"813035",1000,4.4,13,4,1,2426.9,49.8612244897959
"814036",1000,4.6,13,4,1,2520.7,51.5077097505669
"815037",1000,4.8,13,4,1,2545.9,51.8569160997732
"816038",1000,5,13,4,1,2540.3,51.7408163265306
"817039",1000,2,14,4,1,2193.5,41.8179138321995
"818040",1000,2.2,14,4,1,2263.9,43.3077097505669
"819041",1000,2.4,14,4,1,2319.1,44.162358276644
"820042",1000,2.6,14,4,1,2399.8,45.3492063492063
"821043",1000,2.8,14,4,1,2357.9,45.1185941043084
"822044",1000,3,14,4,1,2464.2,46.5455782312925
"823045",1000,3.2,14,4,1,2539.3,48.1539682539683
"824046",1000,3.4,14,4,1,2532,47.6571428571429
"825047",1000,3.6,14,4,1,2621.7,49.4086167800453
"826048",1000,3.8,14,4,1,2627.4,49.4925170068027
"827049",1000,4,14,4,1,2686.4,50.462358276644
"828050",1000,4.2,14,4,1,2617.7,49.4149659863946
"829051",1000,4.4,14,4,1,2698.4,50.7399092970522
"830052",1000,4.6,14,4,1,2729.1,51.2585034013605
"831053",1000,4.8,14,4,1,2741.9,51.3498866213152
"832054",1000,5,14,4,1,2781.6,52.4374149659864
"833055",1000,2,15,4,1,2385.5,42.3156462585034
"834056",1000,2.2,15,4,1,2418.3,42.6918367346939
"835057",1000,2.4,15,4,1,2438.6,43.0818594104308
"836058",1000,2.6,15,4,1,2597.1,45.6480725623583
"837059",1000,2.8,15,4,1,2572.9,45.2875283446712
"838060",1000,3,15,4,1,2698.9,47.2634920634921
"839061",1000,3.2,15,4,1,2648.6,46.6591836734694
"840062",1000,3.4,15,4,1,2747.6,47.8746031746032
"841063",1000,3.6,15,4,1,2798.8,49.0467120181406
"842064",1000,3.8,15,4,1,2796.6,48.9702947845805
"843065",1000,4,15,4,1,2844.8,49.8310657596372
"844066",1000,4.2,15,4,1,2822.5,49.672335600907
"845067",1000,4.4,15,4,1,2863,50.2024943310658
"846068",1000,4.6,15,4,1,2907.9,50.9823129251701
"847069",1000,4.8,15,4,1,2971.9,51.9015873015873
"848070",1000,5,15,4,1,3001.8,52.4394557823129
"849718",1000,3.8,2,5,1,14,11.9546485260771
"850781",1000,4.2,2,5,1,12,12.9160997732426
"851782",1000,4.4,2,5,1,35.25,19.0719954648526
"852783",1000,4.6,2,5,1,24.2857142857143,16.677032717849
"853784",1000,4.8,2,5,1,63.8333333333333,23.8325774754346
"854785",1000,5,2,5,1,57.7777777777778,23.3645754598136
"855843",1000,2.2,3,5,1,86.5,16.1303854875283
"856844",1000,2.4,3,5,1,65.3333333333333,14.7256235827664
"857845",1000,2.6,3,5,1,166,24.8779289493575
"858846",1000,2.8,3,5,1,191.1,27.497052154195
"859847",1000,3,3,5,1,226.1,30.9902494331066
"860848",1000,3.2,3,5,1,293.3,37.1709750566893
"861849",1000,3.4,3,5,1,331.7,40.3183673469388
"862850",1000,3.6,3,5,1,338.1,40.837641723356
"863851",1000,3.8,3,5,1,365.4,43.2802721088435
"864852",1000,4,3,5,1,381.3,45.2047619047619
"865853",1000,4.2,3,5,1,402.4,47.0587301587302
"866854",1000,4.4,3,5,1,401.2,46.1680272108844
"867855",1000,4.6,3,5,1,420.3,48.1750566893424
"868856",1000,4.8,3,5,1,419,48.1208616780045
"869857",1000,5,3,5,1,432.2,48.7369614512472
"870858",1000,2,4,5,1,408.2,34.6151927437642
"871859",1000,2.2,4,5,1,411.1,34.7820861678005
"872860",1000,2.4,4,5,1,462.2,37.2587301587302
"873861",1000,2.6,4,5,1,466,37.9959183673469
"874862",1000,2.8,4,5,1,470.5,38.4136054421769
"875863",1000,3,4,5,1,512.3,40.7031746031746
"876864",1000,3.2,4,5,1,531.2,42.1814058956916
"877865",1000,3.4,4,5,1,525,41.7848072562358
"878866",1000,3.6,4,5,1,539.2,42.9324263038549
"879867",1000,3.8,4,5,1,569.4,44.337641723356
"880868",1000,4,4,5,1,582.9,44.8687074829932
"881869",1000,4.2,4,5,1,605,46.0401360544218
"882870",1000,4.4,4,5,1,611.4,46.9804988662132
"883871",1000,4.6,4,5,1,626.3,47.871201814059
"884872",1000,4.8,4,5,1,638.6,48.8265306122449
"885873",1000,5,4,5,1,634.3,48.3546485260771
"886874",1000,2,5,5,1,560.5,34.9786848072562
"887875",1000,2.2,5,5,1,614.8,38.1836734693878
"888876",1000,2.4,5,5,1,634.6,38.8387755102041
"889877",1000,2.6,5,5,1,670.9,40.1961451247166
"890878",1000,2.8,5,5,1,707.5,42.7575963718821
"891879",1000,3,5,5,1,734.2,43.8235827664399
"892880",1000,3.2,5,5,1,759.9,44.6605442176871
"893881",1000,3.4,5,5,1,763.2,45.3809523809524
"894882",1000,3.6,5,5,1,807.7,47.743537414966
"895883",1000,3.8,5,5,1,802.3,46.9646258503401
"896884",1000,4,5,5,1,820.5,47.6795918367347
"897885",1000,4.2,5,5,1,840.9,48.9219954648526
"898886",1000,4.4,5,5,1,865.9,50.3521541950113
"899887",1000,4.6,5,5,1,866.8,50.2170068027211
"900888",1000,4.8,5,5,1,870.7,50.791156462585
"901889",1000,5,5,5,1,870.1,50.0680272108844
"902890",1000,2,6,5,1,760.8,37.9056689342404
"903891",1000,2.2,6,5,1,815.8,39.9947845804989
"904892",1000,2.4,6,5,1,893.8,43.3614512471655
"905893",1000,2.6,6,5,1,888.9,43.3424036281179
"906894",1000,2.8,6,5,1,902.9,43.8102040816327
"907895",1000,3,6,5,1,903.5,44.2451247165533
"908896",1000,3.2,6,5,1,901.1,43.9290249433107
"909897",1000,3.4,6,5,1,933.3,44.9020408163265
"910898",1000,3.6,6,5,1,966.5,46.3219954648526
"911899",1000,3.8,6,5,1,991.4,47.0904761904762
"912900",1000,4,6,5,1,995.1,47.4009070294785
"913901",1000,4.2,6,5,1,1014.7,47.9560090702948
"914902",1000,4.4,6,5,1,1028.7,49.1074829931973
"915903",1000,4.6,6,5,1,1026.6,48.984126984127
"916904",1000,4.8,6,5,1,1034.8,49.2362811791383
"917905",1000,5,6,5,1,1040,50.0068027210884
"918906",1000,2,7,5,1,917.8,38.3333333333333
"919907",1000,2.2,7,5,1,958.7,39.8850340136054
"920908",1000,2.4,7,5,1,972.6,40.2253968253968
"921909",1000,2.6,7,5,1,1034.9,42.21179138322
"922910",1000,2.8,7,5,1,1066.8,43.6265306122449
"923911",1000,3,7,5,1,1081,44.2369614512472
"924912",1000,3.2,7,5,1,1083.5,44.5290249433107
"925913",1000,3.4,7,5,1,1138.4,45.9507936507936
"926914",1000,3.6,7,5,1,1165.6,47.0390022675737
"927915",1000,3.8,7,5,1,1185.7,47.9092970521542
"928916",1000,4,7,5,1,1211.7,48.8213151927438
"929917",1000,4.2,7,5,1,1216.5,49.1845804988662
"930918",1000,4.4,7,5,1,1262.3,50.4777777777778
"931919",1000,4.6,7,5,1,1257.2,49.8290249433107
"932920",1000,4.8,7,5,1,1261.4,50.9324263038549
"933921",1000,5,7,5,1,1279.6,51.1804988662131
"934922",1000,2,8,5,1,1179,41.056462585034
"935923",1000,2.2,8,5,1,1209.8,42.0825396825397
"936924",1000,2.4,8,5,1,1278.1,43.9873015873016
"937925",1000,2.6,8,5,1,1290.8,44.5108843537415
"938926",1000,2.8,8,5,1,1300.6,44.934693877551
"939927",1000,3,8,5,1,1321.9,45.5585034013605
"940928",1000,3.2,8,5,1,1343.2,46.2351473922902
"941929",1000,3.4,8,5,1,1377.2,47.2857142857143
"942930",1000,3.6,8,5,1,1353.1,46.9875283446712
"943931",1000,3.8,8,5,1,1418.3,48.0650793650794
"944932",1000,4,8,5,1,1450.7,49.1659863945578
"945933",1000,4.2,8,5,1,1429.4,48.8453514739229
"946934",1000,4.4,8,5,1,1452.1,49.3986394557823
"947935",1000,4.6,8,5,1,1482.7,50.3448979591837
"948936",1000,4.8,8,5,1,1509.1,51.3308390022676
"949937",1000,5,8,5,1,1503.3,50.8263038548753
"950938",1000,2,9,5,1,1310,40.3789115646259
"951939",1000,2.2,9,5,1,1361.6,41.8603174603175
"952940",1000,2.4,9,5,1,1337.4,41.8092970521542
"953941",1000,2.6,9,5,1,1426,44.0829931972789
"954942",1000,2.8,9,5,1,1464.8,44.9156462585034
"955943",1000,3,9,5,1,1514,46.1514739229025
"956944",1000,3.2,9,5,1,1538.8,47.0739229024943
